Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98374,-50586,-48537,30600,-639,-55469,581,-16078,-99999,-1664,14753,-99999,-4645,3390,-99999,-5183,3493,-99999,723,14762,-99999,5823,15439,-99999,7099,16301,-99999,-1048,13453,-99999,829,-14477,-99999,-20072,2189,-99999,-15628,2135,-99999,-15571,1971,-99999,602,-14338,-99999,8527,16926,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98381,-48959,-50161,30664,-214,-56933,-48183,-17581,-97511,82232,16195,-97487,-51393,2018,-97454,-51744,2123,-97454,82675,16207,-97485,83053,16902,-97478,83363,17785,-97474,83252,14877,-97493,-43504,-16007,-97506,-59641,824,-97425,-57327,766,-97426,-57302,600,-97423,-43713,-15871,-97505,82923,18429,-97469,-99998,98758,-99998,98665,-99998,98681
100,99368,-48180,-52053,30301,442,-58143,-51018,-20549,-92595,84797,19043,-92524,-55132,-691,-92426,-55403,-584,-92427,84662,19060,-92517,85031,19792,-92497,84896,20716,-92485,84554,17689,-92542,-47378,-19027,-92581,-59091,-1874,-92341,-56923,-1938,-92341,-57079,-2108,-92334,-48394,-18898,-92579,86867,21397,-92471,-99650,98758,-99665,98665,-99665,98681
150,99998,-47317,-53883,29235,1536,-58898,-53363,-23443,-87800,85904,21821,-87683,-57274,-3334,-87522,-57957,-3225,-87524,85691,21842,-87672,86217,22611,-87639,85896,23574,-87619,85306,20431,-87714,-49552,-21973,-87778,-58098,-4505,-87382,-56073,-4575,-87383,-56155,-4749,-87370,-50725,-21850,-87774,88674,24292,-87596,-98933,98508,-98968,98408,-98963,98419
200,99863,-45643,-55513,27887,2844,-59385,-55105,-26265,-83124,85655,24529,-82962,-55773,-5910,-82740,-56414,-5799,-82742,85459,24555,-82947,85848,25360,-82901,85764,26361,-82874,85160,23104,-83005,-51036,-24845,-83093,-56979,-7070,-82545,-55183,-7146,-82547,-55346,-7324,-82529,-52135,-24728,-83087,88545,27115,-82842,-98183,98120,-98230,98011,-98212,98016
250,99906,-44147,-57129,26466,4205,-59747,-56838,-29016,-78563,85785,27169,-78357,-54749,-8421,-78075,-55439,-8308,-78078,85766,27199,-78338,86458,28038,-78280,86204,29077,-78245,85269,25710,-78412,-52769,-27644,-78523,-55996,-9569,-77828,-54592,-9652,-77830,-54837,-9833,-77808,-53898,-27534,-78516,88984,29866,-78205,-97411,97853,-97471,97743,-97440,97746
300,99726,-42460,-58665,24961,5625,-60028,-58395,-31696,-74115,85557,29741,-73866,-53052,-10868,-73526,-53714,-10753,-73529,85601,29775,-73843,86257,30649,-73774,86192,31724,-73731,85116,28249,-73932,-54333,-30372,-74067,-55049,-12005,-73227,-54084,-12094,-73230,-54466,-12279,-73203,-55365,-30268,-74059,88849,32547,-73682,-96621,97599,-96695,97488,-96651,97492
350,99712,-40918,-60241,23366,7099,-60228,-60075,-34308,-69777,85733,32247,-69486,-51801,-13252,-69089,-52466,-13134,-69092,85855,32285,-69459,86712,33192,-69378,86589,34303,-69328,85194,30723,-69563,-56160,-33031,-69721,-54221,-14378,-68740,-53746,-14473,-68743,-54251,-14661,-68712,-57220,-32932,-69711,89315,35158,-69271,-95815,97350,-95901,97237,-95846,97241
400,99561,-39288,-61755,21643,8649,-60329,-61642,-36852,-65545,85587,34687,-65214,-50266,-15572,-64761,-50920,-15453,-64765,85859,34730,-65183,86853,35668,-65091,86780,36814,-65034,85110,33132,-65302,-57800,-35620,-65482,-53433,-16688,-64363,-53401,-16789,-64367,-54029,-16980,-64331,-58743,-35527,-65470,89308,37701,-64969,-94994,97102,-95089,96987,-95022,96992
450,99462,-37697,-63300,19798,10270,-60320,-63312,-39329,-61419,85730,37062,-61048,-48919,-17831,-60540,-49564,-17710,-60545,85966,37109,-61013,86990,38079,-60910,87010,39258,-60847,85108,35477,-61146,-59711,-38141,-61347,-52744,-18936,-60095,-53083,-19043,-60099,-53822,-19238,-60059,-60678,-38054,-61335,89695,40177,-60773,-94156,96854,-94258,96737,-94181,96742
500,99295,-36088,-64799,17809,11973,-60179,-64905,-41741,-57394,85582,39374,-56985,-47471,-20028,-56424,-48110,-19905,-56429,86041,39425,-56946,87348,40425,-56832,87285,41638,-56762,85032,37759,-57093,-61426,-40596,-57315,-52081,-21123,-55932,-52672,-21237,-55937,-53476,-21435,-55893,-62270,-40513,-57301,89717,42587,-56681,-93304,96606,-93409,96485,-93322,96492
550,99099,-34438,-66304,15688,13749,-59900,-66548,-44088,-53468,85648,41623,-53021,-46045,-22165,-52409,-46675,-22040,-52414,86000,41678,-52979,87223,42708,-52855,87340,43952,-52778,84933,39979,-53140,-63370,-42985,-53382,-51502,-23250,-51872,-52192,-23371,-51877,-53058,-23572,-51829,-64227,-42908,-53367,89979,44931,-52690,-92436,96358,-92540,96233,-92444,96241
600,98871,-32817,-67783,13431,15600,-59461,-68165,-46372,-49640,85440,43810,-49156,-44607,-24241,-48493,-45230,-24115,-48499,86027,43869,-49110,87566,44928,-48976,87560,46203,-48893,84803,42138,-49284,-65148,-45310,-49546,-50931,-25317,-47912,-51569,-25445,-47917,-52425,-25650,-47865,-65889,-45238,-49530,89932,47211,-48797,-91553,96110,-91652,95980,-91549,95989
