Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98373,-50654,-48570,38566,-4450,-49451,613,179,-99999,5010,-790,-99999,-4208,-18,-99999,-4777,-3,-99999,8044,-787,-99999,12811,-785,-99999,13722,-783,-99999,2130,-794,-99999,1161,-173,-99999,-20305,-17,-99999,-15782,-6,-99999,-15652,-9,-99999,800,-345,-99999,13668,-794,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98380,-49024,-50193,38623,-4041,-50859,-48166,-1058,-97530,95370,455,-97530,-50760,-1253,-97530,-51157,-1238,-97530,95966,458,-97530,95156,459,-97530,94713,462,-97530,97671,451,-97530,-43318,-1414,-97530,-59951,-1251,-97530,-57536,-1240,-97530,-57412,-1244,-97530,-43603,-1588,-97530,91598,451,-97530,-99998,98711,-99998,98555,-99998,98578
100,99368,-48244,-52084,38303,-3410,-52021,-51002,-3501,-92653,98133,2914,-92653,-54484,-3692,-92653,-54802,-3676,-92653,98098,2916,-92653,97264,2918,-92652,96341,2920,-92652,99146,2910,-92653,-47204,-3866,-92653,-59400,-3690,-92653,-57132,-3679,-92653,-57190,-3683,-92653,-48293,-4044,-92653,95730,2910,-92651,-99651,98711,-99663,98555,-99666,98578
150,99998,-47381,-53912,37362,-2357,-52748,-53348,-5884,-87896,99325,5311,-87895,-56617,-6071,-87896,-57346,-6055,-87896,99202,5314,-87895,98528,5315,-87895,97403,5318,-87894,99998,5308,-87896,-49386,-6257,-87895,-58404,-6069,-87896,-56280,-6058,-87896,-56265,-6061,-87896,-50628,-6439,-87895,97623,5308,-87892,-98934,98461,-98963,98298,-98964,98316
200,99863,-45705,-55541,36172,-1101,-53216,-55091,-8207,-83257,99057,7649,-83255,-55122,-8390,-83257,-55810,-8374,-83257,98954,7652,-83255,98135,7653,-83255,97263,7655,-83253,99833,7645,-83257,-50875,-8588,-83256,-57283,-8388,-83257,-55390,-8377,-83257,-55456,-8380,-83257,-52041,-8775,-83255,97487,7646,-83252,-98185,98072,-98221,97902,-98214,97913
250,99906,-44207,-57156,34917,209,-53564,-56824,-10471,-78732,99197,9928,-78730,-54102,-10650,-78732,-54839,-10634,-78732,99283,9930,-78730,98786,9931,-78729,97730,9934,-78728,99956,9924,-78732,-52614,-10861,-78730,-56299,-10649,-78732,-54798,-10637,-78732,-54947,-10641,-78732,-53807,-11051,-78730,97947,9925,-78725,-97413,97805,-97459,97633,-97442,97643
300,99725,-42517,-58691,33589,1574,-53834,-58382,-12678,-74319,98951,12148,-74317,-52412,-12853,-74319,-53120,-12836,-74319,99106,12151,-74317,98571,12152,-74315,97718,12154,-74314,99783,12144,-74318,-54182,-13075,-74317,-55350,-12851,-74319,-54289,-12839,-74319,-54575,-12843,-74319,-55277,-13270,-74317,97806,12145,-74311,-96624,97552,-96679,97379,-96654,97389
350,99712,-40974,-60266,32182,2992,-54026,-60062,-14828,-70015,99141,14311,-70012,-51166,-14999,-70015,-51877,-14982,-70015,99379,14313,-70012,99056,14314,-70011,98140,14317,-70009,99871,14307,-70014,-56015,-15233,-70013,-54520,-14996,-70015,-53950,-14984,-70015,-54359,-14988,-70015,-57136,-15431,-70012,98294,14309,-70005,-95819,97303,-95881,97128,-95849,97138
400,99560,-39342,-61780,30661,4483,-54122,-61630,-16922,-65817,98983,16417,-65814,-49638,-17088,-65817,-50337,-17070,-65817,99383,16420,-65814,99207,16421,-65812,98342,16423,-65810,99777,16414,-65816,-57661,-17335,-65814,-53730,-17085,-65817,-53605,-17073,-65817,-54138,-17077,-65817,-58662,-17536,-65814,98287,16415,-65806,-94998,97054,-95065,96878,-95027,96889
450,99462,-37749,-63323,29032,6041,-54114,-63300,-18961,-61723,99137,18468,-61720,-48296,-19121,-61723,-48987,-19103,-61723,99497,18470,-61720,99353,18471,-61718,98587,18473,-61715,99774,18464,-61722,-59578,-19381,-61720,-53040,-19117,-61723,-53287,-19107,-61723,-53930,-19110,-61723,-60600,-19586,-61720,98692,18466,-61711,-94161,96807,-94231,96627,-94186,96640
