Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-49873,-48627,38566,-4450,-49451,572,179,-99999,5365,-790,-99999,-3038,-18,-99999,-4041,-3,-99999,-6046,-787,-99999,-5786,-785,-99999,-5919,-783,-99999,2130,-794,-99999,1161,-173,-99999,-18375,-17,-99999,-14028,-6,-99999,-13880,-9,-99999,-327,-345,-99999,-7145,-794,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98379,-48258,-50249,38623,-4041,-50859,-48187,-1058,-97530,96030,455,-97530,-49067,-1253,-97530,-50096,-1238,-97530,43804,458,-97530,44131,459,-97530,44001,462,-97530,97671,451,-97530,-43318,-1414,-97530,-57385,-1251,-97530,-55149,-1240,-97530,-55000,-1244,-97530,-44234,-1588,-97530,41807,451,-97530,-99998,98711,-99998,98555,-99998,98578
100,99367,-47485,-52138,38303,-3410,-52021,-51022,-3501,-92653,98803,2914,-92653,-52749,-3692,-92653,-53715,-3676,-92653,45013,2916,-92653,45410,2918,-92652,45005,2920,-92652,99146,2910,-92653,-47204,-3866,-92653,-56843,-3690,-92653,-54751,-3679,-92653,-54780,-3683,-92653,-48871,-4044,-92653,44403,2910,-92651,-99651,98711,-99663,98555,-99666,98578
150,99998,-46629,-53964,37362,-2357,-52748,-53367,-5884,-87896,99998,5311,-87895,-54859,-6071,-87896,-56241,-6055,-87896,45639,5314,-87895,46176,5315,-87895,45659,5318,-87894,99998,5308,-87896,-49386,-6257,-87895,-55863,-6069,-87896,-53913,-6058,-87896,-53870,-6061,-87896,-51180,-6439,-87895,45592,5308,-87892,-98934,98461,-98963,98298,-98964,98316
200,99863,-44968,-55591,36172,-1101,-53216,-55109,-8207,-83257,99729,7649,-83255,-53380,-8390,-83257,-54716,-8374,-83257,45498,7652,-83255,45937,7653,-83255,45573,7655,-83253,99833,7645,-83257,-50875,-8588,-83256,-54760,-8388,-83257,-53036,-8377,-83257,-53073,-8380,-83257,-52577,-8775,-83255,45506,7646,-83252,-98184,98072,-98221,97902,-98214,97913
250,99906,-43483,-57204,34917,209,-53564,-56841,-10471,-78732,99870,9928,-78730,-52372,-10650,-78732,-53751,-10634,-78732,45684,9930,-78730,46332,9931,-78729,45861,9934,-78728,99956,9924,-78732,-52614,-10861,-78730,-53791,-10649,-78732,-52453,-10637,-78732,-52572,-10641,-78732,-54324,-11051,-78730,45796,9925,-78725,-97413,97805,-97459,97633,-97442,97643
300,99725,-41808,-58737,33589,1574,-53834,-58399,-12678,-74319,99624,12148,-74317,-50701,-12853,-74319,-52045,-12836,-74319,45584,12151,-74317,46202,12152,-74315,45853,12154,-74314,99783,12144,-74318,-54182,-13075,-74317,-52858,-12851,-74319,-51952,-12839,-74319,-52206,-12843,-74319,-55778,-13270,-74317,45707,12145,-74311,-96624,97552,-96679,97379,-96654,97389
350,99712,-40278,-60310,32182,2992,-54026,-60079,-14828,-70015,99814,14311,-70012,-49469,-14999,-70015,-50810,-14982,-70015,45739,14313,-70012,46496,14314,-70011,46113,14317,-70009,99871,14307,-70014,-56015,-15233,-70013,-52042,-14996,-70015,-51618,-14984,-70015,-51993,-14988,-70015,-57615,-15431,-70012,46014,14309,-70005,-95818,97303,-95881,97128,-95849,97138
400,99560,-38661,-61822,30661,4483,-54122,-61645,-16922,-65817,99656,16417,-65814,-47958,-17088,-65817,-49281,-17070,-65817,45741,16420,-65814,46587,16421,-65812,46238,16423,-65810,99777,16414,-65816,-57661,-17335,-65814,-51264,-17085,-65817,-51278,-17073,-65817,-51775,-17077,-65817,-59124,-17536,-65814,46009,16415,-65806,-94997,97054,-95065,96878,-95027,96889
450,99462,-37081,-63364,29032,6041,-54114,-63315,-18961,-61723,99810,18468,-61720,-46632,-19121,-61723,-47940,-19103,-61723,45806,18470,-61720,46676,18471,-61718,46389,18473,-61715,99774,18464,-61722,-59578,-19381,-61720,-50585,-19117,-61723,-50965,-19107,-61723,-51571,-19110,-61723,-61041,-19586,-61720,46263,18466,-61711,-94160,96807,-94231,96627,-94186,96640
500,99294,-35485,-64860,27276,7679,-53979,-64909,-20946,-57730,99651,20463,-57726,-45206,-21099,-57729,-46502,-21081,-57729,45852,20466,-57726,46907,20467,-57724,46569,20469,-57721,99688,20460,-57729,-61299,-21374,-57726,-49932,-21095,-57729,-50559,-21085,-57729,-51230,-21089,-57729,-62619,-21582,-57726,46278,20462,-57716,-93308,96559,-93377,96376,-93328,96389
550,99098,-33847,-66363,25404,9387,-53710,-66551,-22878,-53835,99722,22404,-53831,-43801,-23022,-53835,-45082,-23004,-53835,45827,22407,-53831,46826,22408,-53829,46605,22411,-53825,99576,22401,-53834,-63249,-23313,-53832,-49360,-23018,-53835,-50086,-23009,-53835,-50818,-23014,-53835,-64558,-23525,-53831,46450,22404,-53821,-92441,96311,-92504,96124,-92451,96139
600,98870,-32239,-67839,23412,11167,-53289,-68167,-24758,-50037,99497,24292,-50032,-42386,-24891,-50037,-43653,-24873,-50037,45843,24295,-50033,47048,24297,-50030,46748,24299,-50026,99428,24289,-50036,-65033,-25200,-50033,-48798,-24887,-50036,-49471,-24880,-50037,-50195,-24885,-50036,-66205,-25415,-50033,46419,24293,-50021,-91559,96063,-91612,95871,-91556,95887
650,98585,-30546,-69296,21308,13012,-52713,-69763,-26587,-46332,99474,26128,-46328,-40916,-26706,-46332,-42173,-26688,-46332,45767,26131,-46328,46916,26132,-46325,46721,26134,-46321,99226,26124,-46331,-66960,-27036,-46328,-48297,-26703,-46332,-48765,-26698,-46332,-49491,-26703,-46332,-68109,-27254,-46328,46523,26129,-46315,-90663,95815,-90701,95617,-90642,95634
700,98274,-28909,-70742,19097,14918,-51968,-71380,-28366,-42719,99167,27911,-42714,-39468,-28468,-42719,-40707,-28450,-42719,45711,27914,-42714,47015,27916,-42711,46779,27918,-42707,98982,27908,-42718,-68770,-28822,-42715,-47788,-28467,-42719,-47914,-28463,-42719,-48572,-28469,-42719,-69793,-29043,-42714,46426,27913,-42701,-89752,95566,-89770,95362,-89711,95381
750,97917,-27180,-72149,16781,16882,-51056,-72920,-30095,-39195,99055,29643,-39190,-37957,-30177,-39195,-39189,-30159,-39195,45624,29647,-39190,46936,29649,-39187,46745,29651,-39182,98717,29640,-39194,-70634,-30558,-39190,-47320,-30178,-39195,-47011,-30177,-39195,-47631,-30183,-39195,-71632,-30782,-39190,46491,29647,-39176,-88827,95317,-88821,95107,-88762,95127
800,97525,-25511,-73549,14363,18899,-49973,-74499,-31775,-35758,98692,31325,-35753,-36461,-31834,-35758,-37678,-31815,-35758,45501,31329,-35753,46898,31331,-35750,46732,31334,-35745,98387,31321,-35757,-72407,-32246,-35753,-46819,-31839,-35758,-45993,-31838,-35758,-46520,-31845,-35758,-73287,-32473,-35753,46358,31330,-35738,-87889,95067,-87854,94851,-87795,94873
850,97110,-23768,-74904,11842,20970,-48718,-75984,-33408,-32406,98503,32957,-32401,-34937,-33437,-32406,-36142,-33418,-32406,45420,32961,-32401,46899,32964,-32397,46723,32967,-32392,98077,32953,-32405,-74192,-33887,-32401,-46350,-33448,-32406,-45001,-33449,-32406,-45481,-33456,-32406,-75051,-34116,-32401,46405,32963,-32385,-86938,94818,-86869,94595,-86812,94618
900,96655,-22074,-76243,9215,23093,-47301,-77481,-34995,-29137,98132,34540,-29131,-33402,-34988,-29137,-34599,-34969,-29137,45269,34545,-29131,46794,34549,-29127,46693,34551,-29122,97698,34536,-29135,-75854,-35480,-29132,-45811,-35007,-29137,-43929,-35008,-29137,-44330,-35016,-29137,-76604,-35712,-29131,46289,34548,-29115,-85975,94569,-85867,94339,-85813,94364
950,96187,-20334,-77542,6478,25271,-45721,-78912,-36535,-25948,97871,36075,-25942,-31880,-36487,-25948,-33058,-36468,-25948,45184,36080,-25942,46838,36085,-25938,46702,36087,-25933,97343,36070,-25947,-77552,-37029,-25943,-45305,-36517,-25948,-42956,-36517,-25948,-43334,-36525,-25948,-78288,-37262,-25942,46320,36084,-25925,-85000,94320,-84849,94083,-84799,94109
1000,95684,-18624,-78809,3625,27503,-43996,-80295,-38031,-22838,97523,37562,-22832,-30318,-37934,-22838,-31499,-37914,-22838,45039,37568,-22832,46743,37573,-22828,46697,37576,-22822,96943,37557,-22837,-79057,-38532,-22833,-44689,-37977,-22838,-41924,-37976,-22838,-42263,-37984,-22838,-79692,-38768,-22832,46255,37573,-22814,-84015,94071,-83817,93827,-83771,93855
1050,95153,-16887,-80046,654,29793,-42129,-81663,-39482,-19805,97185,39002,-19799,-28797,-39327,-19805,-29947,-39308,-19805,44927,39008,-19799,46762,39015,-19795,46692,39019,-19789,96528,38997,-19804,-80653,-39991,-19799,-44106,-39388,-19805,-41024,-39384,-19805,-41379,-39393,-19805,-81279,-40229,-19799,46251,39016,-19780,-83020,93822,-82771,93572,-82730,93602
