Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98497,-51510,-47104,98274,-67716,-23197,574,-3720,-99999,2851,929,-99999,-3283,3265,-99999,-3278,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,2593,-6041,-99999,-14618,3330,-99999,-10961,3185,-99999,-10931,3222,-99999,2038,-6479,-99999,8351,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98533,-49896,-48737,99296,-66644,-26182,-46364,-5005,-97530,95674,2194,-97529,-52199,1987,-97528,-52329,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-40356,-7355,-97527,-56461,2052,-97528,-54846,1909,-97528,-54850,1945,-97528,-40745,-7799,-97526,91385,4194,-97527,-99998,98705,-99998,89265,-99998,89246
100,99316,-48842,-50564,99946,-65331,-29035,-48996,-7543,-92651,98214,4693,-92648,-54609,-536,-92646,-54478,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-44210,-9950,-92642,-55870,-473,-92645,-54394,-612,-92645,-54625,-578,-92645,-45381,-10405,-92641,95388,6741,-92643,-99666,98705,-99684,89265,-99685,89246
150,99820,-47824,-52303,99998,-63543,-31674,-51093,-10018,-87893,99299,7129,-87888,-56082,-2997,-87885,-56374,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-46382,-12481,-87878,-54845,-2935,-87883,-53507,-3071,-87884,-53682,-3037,-87883,-47679,-12946,-87875,97074,9226,-87880,-98982,98456,-99025,89019,-99023,88996
200,99873,-46321,-53956,99730,-61436,-34176,-52922,-12432,-83252,99485,9505,-83246,-55342,-5396,-83241,-55679,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-48104,-14948,-83232,-53753,-5336,-83239,-52646,-5469,-83239,-52877,-5436,-83239,-49377,-15424,-83228,97529,11648,-83235,-98269,98069,-98326,88639,-98314,88609
250,99999,-44879,-55607,99269,-59156,-36570,-54752,-14784,-78726,99836,11821,-78718,-54629,-7735,-78712,-55025,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-49927,-17353,-78700,-52757,-7676,-78710,-52025,-7805,-78710,-52319,-7773,-78709,-51218,-17839,-78696,98293,14009,-78704,-97534,97802,-97604,88381,-97583,88350
300,99903,-43290,-57178,98648,-56726,-38877,-56428,-17077,-74312,99712,14077,-74302,-53386,-10014,-74295,-53801,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-51591,-19697,-74281,-51802,-9956,-74292,-51490,-10082,-74292,-51894,-10051,-74291,-52784,-20193,-74275,98309,16310,-74285,-96780,97547,-96864,88136,-96832,88105
350,99894,-41734,-58775,97894,-54178,-41108,-58163,-19311,-70006,99908,16276,-69995,-52156,-12233,-69987,-52565,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-53454,-21981,-69970,-50934,-12176,-69983,-51085,-12300,-69983,-51608,-12270,-69983,-54662,-22486,-69963,98892,18551,-69975,-96009,97296,-96105,87895,-96064,87864
400,99749,-40125,-60299,96997,-51509,-43263,-59773,-21486,-65807,99725,18416,-65794,-50766,-14394,-65785,-51177,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-55158,-24206,-65766,-50110,-14338,-65781,-50680,-14459,-65781,-51315,-14430,-65780,-56236,-24720,-65758,98872,20734,-65772,-95220,97046,-95326,87655,-95277,87625
450,99659,-38525,-61857,95963,-48725,-45340,-61479,-23605,-61712,99882,20500,-61697,-49403,-16498,-61687,-49795,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-57112,-26372,-61665,-49377,-16443,-61682,-50296,-16561,-61683,-51038,-16533,-61682,-58209,-26895,-61657,99373,22859,-61672,-94415,96796,-94529,87414,-94472,87385
500,99472,-36898,-63348,94780,-45824,-47332,-63063,-25668,-57717,99676,22529,-57701,-47959,-18544,-57691,-48345,-18685,-57691,99971,22563,-57701,99647,23186,-57697,99420,24081,-57689,99789,21884,-57706,-58853,-28481,-57666,-48656,-18490,-57685,-49806,-18606,-57685,-50618,-18579,-57684,-59802,-29013,-57657,99349,24927,-57674,-93594,96547,-93713,87173,-93649,87145
550,99304,-35259,-64868,93451,-42812,-49235,-64744,-27675,-53822,99787,24502,-53804,-46537,-20534,-53792,-46903,-20672,-53793,99999,24537,-53804,99637,25170,-53799,99575,26079,-53791,99716,23847,-53809,-60860,-30534,-53766,-48030,-20481,-53786,-49270,-20596,-53787,-50141,-20569,-53786,-61829,-31075,-53756,99750,26939,-53774,-92757,96297,-92877,86931,-92807,86904
