Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98496,-51553,-47104,98233,-62994,-16844,390,173,-99999,1840,-741,-99999,-3120,2,-99999,-3125,2,-99999,3743,-742,-99999,6921,-735,-99999,7780,-728,-99999,583,-479,-99999,2147,173,-99999,-17484,2,-99999,-13528,1,-99999,-13442,3,-99999,1635,175,-99999,8351,-739,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98533,-49937,-48737,99280,-61959,-20076,-46463,-1064,-97530,93751,503,-97530,-51958,-1233,-97530,-52103,-1233,-97530,94734,502,-97530,93769,509,-97530,93987,516,-97530,97018,762,-97530,-40615,-1064,-97530,-60374,-1232,-97530,-58428,-1234,-97530,-58356,-1232,-97530,-40979,-1061,-97530,91385,505,-97530,-99998,98680,-99998,98508,-99998,98530
100,99316,-48882,-50564,99944,-60693,-23165,-49089,-3507,-92653,96266,2961,-92653,-54363,-3672,-92653,-54249,-3671,-92653,96688,2960,-92653,95749,2967,-92653,95507,2973,-92653,98267,3213,-92653,-44453,-3507,-92653,-59768,-3671,-92653,-57966,-3673,-92653,-58126,-3671,-92653,-45596,-3505,-92653,95388,2962,-92652,-99665,98680,-99685,98508,-99687,98530
150,99820,-47863,-52303,99998,-58967,-26023,-51183,-5889,-87896,97340,5357,-87896,-55834,-6050,-87896,-56142,-6050,-87896,97702,5356,-87896,97009,5363,-87896,96529,5369,-87895,98986,5603,-87896,-46616,-5889,-87896,-58717,-6049,-87896,-57058,-6051,-87896,-57161,-6049,-87896,-47886,-5887,-87896,97074,5358,-87895,-98979,98431,-99028,98250,-99029,98268
200,99873,-46359,-53956,99724,-56933,-28732,-53009,-8212,-83257,97525,7694,-83257,-55096,-8369,-83257,-55448,-8368,-83257,97793,7693,-83257,96936,7699,-83256,96676,7706,-83256,99092,7934,-83257,-48330,-8212,-83256,-57598,-8368,-83257,-56177,-8370,-83257,-56338,-8368,-83257,-49577,-8210,-83256,97529,7695,-83255,-98263,98044,-98332,97852,-98324,97863
250,99998,-44915,-55608,99252,-54733,-31323,-54835,-10477,-78732,97871,9971,-78732,-54384,-10629,-78732,-54795,-10629,-78732,98254,9970,-78732,97684,9976,-78732,97280,9983,-78730,99338,10205,-78732,-50145,-10476,-78731,-56577,-10628,-78732,-55542,-10630,-78732,-55767,-10628,-78732,-51411,-10474,-78731,98293,9972,-78729,-97526,97777,-97614,97581,-97596,97590
300,99903,-43324,-57179,98616,-52388,-33822,-56508,-12683,-74319,97749,12190,-74319,-53143,-12831,-74319,-53573,-12831,-74319,98199,12190,-74319,97622,12195,-74318,97381,12202,-74317,99265,12419,-74319,-51802,-12683,-74318,-55598,-12830,-74319,-54994,-12832,-74319,-55333,-12830,-74319,-52971,-12681,-74318,98309,12192,-74316,-96770,97522,-96876,97324,-96850,97333
350,99894,-41766,-58775,97844,-49928,-36236,-58240,-14833,-70015,97943,14352,-70014,-51914,-14976,-70015,-52339,-14976,-70015,98477,14351,-70014,98097,14357,-70014,97835,14363,-70012,99359,14575,-70015,-53657,-14833,-70014,-54709,-14975,-70015,-54581,-14977,-70015,-55040,-14975,-70015,-54842,-14831,-70014,98892,14354,-70011,-95996,97271,-96120,97071,-96086,97081
400,99749,-40155,-60299,96926,-47352,-38570,-59847,-16927,-65817,97762,16458,-65816,-50527,-17065,-65817,-50953,-17065,-65817,98478,16457,-65816,98277,16462,-65816,98056,16468,-65814,99260,16675,-65817,-55354,-16927,-65816,-53864,-17063,-65817,-54166,-17065,-65817,-54741,-17064,-65817,-56409,-16925,-65816,98872,16459,-65813,-95205,97021,-95345,96819,-95303,96830
450,99659,-38554,-61857,95867,-44665,-40819,-61549,-18966,-61723,97917,18507,-61722,-49166,-19098,-61723,-49573,-19098,-61723,98623,18506,-61722,98477,18512,-61722,98361,18518,-61720,99269,18719,-61722,-57299,-18967,-61721,-53113,-19095,-61723,-53773,-19098,-61723,-54458,-19097,-61723,-58374,-18965,-61721,99373,18509,-61718,-94397,96771,-94551,96567,-94503,96578
