Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,97434,-50109,-46570,98233,-62994,-16844,390,-1,-99999,-396,-741,-99999,-1495,2,-99999,-1524,2,-99999,4021,-742,-99999,6951,-735,-99999,7850,-728,-99999,905,-479,-99999,2147,0,-99999,-4789,2,-99999,-1518,1,-99999,-1508,3,-99999,-2968,0,-99999,-4826,-739,-99999,-99999,-95434,-99999,-57442,-99999,-99999
50,97471,-48533,-48176,99280,-61959,-20076,-46463,-1236,-97530,89497,503,-97530,-40355,-1233,-97530,-40474,-1233,-97530,95256,502,-97530,93824,509,-97530,94113,516,-97530,97649,762,-97530,-40615,-1235,-97530,-43044,-1232,-97530,-41165,-1234,-97530,-41141,-1232,-97530,-43651,-1234,-97530,49568,505,-97530,-99998,-30692,-99998,5593,-99998,-33415
100,98242,-47505,-49974,99944,-60693,-23165,-49089,-3674,-92653,91957,2961,-92653,-42269,-3672,-92653,-42180,-3671,-92653,97214,2960,-92653,95805,2967,-92653,95634,2973,-92653,98903,3213,-92653,-44453,-3674,-92653,-42503,-3671,-92653,-40757,-3673,-92653,-40938,-3671,-92653,-48060,-3673,-92653,52191,2962,-92652,-99665,-30692,-99685,5593,-99687,-33415
150,98738,-46511,-51684,99998,-58967,-26023,-51183,-6052,-87896,93007,5357,-87896,-43439,-6050,-87896,-43686,-6050,-87896,98231,5356,-87896,97066,5363,-87896,96657,5369,-87895,99624,5603,-87896,-46616,-6052,-87896,-41566,-6049,-87896,-39956,-6051,-87896,-40087,-6049,-87896,-50246,-6051,-87896,53295,5358,-87895,-98979,-30773,-99028,5512,-99029,-33503
200,98790,-45045,-53311,99724,-56933,-28732,-53009,-8371,-83257,93188,7694,-83257,-42852,-8369,-83257,-43134,-8368,-83257,98322,7693,-83257,96993,7699,-83256,96804,7706,-83256,99730,7934,-83257,-48330,-8371,-83257,-40568,-8368,-83257,-39178,-8370,-83257,-39361,-8368,-83257,-51860,-8370,-83257,53594,7695,-83255,-98263,-30900,-98332,5385,-98324,-33639
250,98914,-43637,-54935,99252,-54733,-31323,-54835,-10631,-78732,93527,9971,-78732,-42285,-10629,-78732,-42615,-10629,-78732,98785,9970,-78732,97741,9976,-78732,97408,9983,-78730,99977,10205,-78732,-50145,-10631,-78732,-39657,-10628,-78732,-38617,-10630,-78732,-38857,-10628,-78732,-53611,-10630,-78732,54094,9972,-78729,-97526,-30987,-97614,5299,-97596,-33730
300,98820,-42086,-56481,98616,-52388,-33822,-56508,-12834,-74319,93407,12190,-74319,-41298,-12831,-74319,-41642,-12831,-74319,98730,12190,-74319,97679,12195,-74318,97510,12202,-74317,99904,12419,-74319,-51802,-12834,-74319,-38784,-12830,-74319,-38133,-12832,-74319,-38474,-12830,-74319,-55101,-12833,-74319,54104,12192,-74316,-96770,-31070,-96876,5218,-96850,-33817
350,98811,-40567,-58051,97844,-49928,-36236,-58240,-14980,-70015,93597,14352,-70014,-40320,-14976,-70015,-40661,-14976,-70015,99009,14351,-70014,98154,14357,-70014,97963,14363,-70012,99999,14575,-70015,-53657,-14980,-70015,-37991,-14975,-70015,-37768,-14977,-70015,-38216,-14975,-70015,-56886,-14979,-70015,54486,14354,-70011,-95996,-31151,-96120,5137,-96086,-33901
400,98668,-38996,-59551,96926,-47352,-38570,-59847,-17070,-65817,93420,16458,-65816,-39216,-17065,-65817,-39559,-17065,-65817,99010,16457,-65816,98334,16462,-65816,98185,16468,-65814,99899,16675,-65817,-55354,-17070,-65817,-37237,-17063,-65817,-37401,-17065,-65817,-37951,-17064,-65817,-58383,-17070,-65817,54473,16459,-65813,-95205,-31233,-95345,5057,-95303,-33986
450,98579,-37435,-61083,95867,-44665,-40819,-61549,-19106,-61723,93572,18507,-61722,-38133,-19098,-61723,-38462,-19098,-61723,99155,18506,-61722,98534,18512,-61722,98490,18518,-61720,99908,18719,-61722,-57299,-19106,-61723,-36567,-19095,-61723,-37054,-19098,-61723,-37702,-19097,-61723,-60259,-19105,-61723,54801,18509,-61718,-94397,-31314,-94551,4977,-94503,-34070
