Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98496,-51519,-47104,98233,-62994,-16844,390,173,-99999,2357,-741,-99999,-3040,2,-99999,-3067,2,-99999,-147,-742,-99999,-144,-735,-99999,217,-728,-99999,868,-479,-99999,-250,173,-99999,-8535,2,-99999,-4894,1,-99999,-4862,3,-99999,-242,175,-99999,1590,-739,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98533,-49903,-48737,99280,-61959,-20076,-46463,-1064,-97530,94734,503,-97530,-51840,-1233,-97530,-52017,-1233,-97530,81361,502,-97530,80314,509,-97530,80375,516,-97530,97576,762,-97530,-41928,-1064,-97530,-48158,-1232,-97530,-46379,-1234,-97530,-46378,-1232,-97530,-42068,-1061,-97530,79444,505,-97530,-99998,98680,-99998,92839,-99998,92870
100,99316,-48849,-50564,99944,-60693,-23165,-49089,-3507,-92653,97262,2961,-92653,-54244,-3672,-92653,-54162,-3671,-92653,83111,2960,-92653,82149,2967,-92653,81789,2973,-92653,98830,3213,-92653,-45668,-3507,-92653,-47598,-3671,-92653,-45952,-3673,-92653,-46165,-3671,-92653,-46601,-3505,-92653,83198,2962,-92652,-99666,98680,-99703,92839,-99702,92870
150,99820,-47830,-52303,99998,-58967,-26023,-51183,-5889,-87896,98341,5357,-87896,-55714,-6050,-87896,-56054,-6050,-87896,84019,5356,-87896,83316,5363,-87896,82739,5369,-87895,99551,5603,-87896,-47776,-5889,-87896,-46627,-6049,-87896,-45113,-6051,-87896,-45273,-6049,-87896,-48848,-5887,-87896,84778,5358,-87895,-98982,98431,-99084,92588,-99075,92615
200,99873,-46326,-53956,99724,-56933,-28732,-53009,-8212,-83257,98527,7694,-83257,-54976,-8369,-83257,-55360,-8368,-83257,84101,7693,-83257,83249,7699,-83256,82876,7706,-83256,99657,7934,-83257,-49447,-8212,-83256,-45593,-8368,-83257,-44299,-8370,-83257,-44513,-8368,-83257,-50508,-8210,-83256,85205,7695,-83255,-98268,98044,-98427,92201,-98404,92221
250,99999,-44883,-55608,99252,-54733,-31323,-54835,-10477,-78732,98875,9971,-78732,-54264,-10629,-78732,-54708,-10629,-78732,84514,9970,-78732,83942,9976,-78732,83437,9983,-78730,99903,10205,-78732,-51216,-10476,-78731,-44650,-10628,-78732,-43712,-10630,-78732,-43985,-10628,-78732,-52308,-10474,-78731,85921,9972,-78729,-97533,97777,-97750,91938,-97712,91957
300,99903,-43293,-57179,98616,-52388,-33822,-56508,-12683,-74319,98752,12190,-74319,-53024,-12831,-74319,-53486,-12831,-74319,84465,12190,-74319,83885,12195,-74318,83531,12202,-74317,99831,12419,-74319,-52831,-12683,-74318,-43746,-12830,-74319,-43206,-12832,-74319,-43584,-12830,-74319,-53839,-12681,-74318,85936,12192,-74316,-96779,97522,-97055,91689,-97002,91707
350,99894,-41736,-58775,97844,-49928,-36236,-58240,-14833,-70015,98947,14352,-70014,-51797,-14976,-70015,-52252,-14976,-70015,84714,14351,-70014,84325,14357,-70014,83953,14363,-70012,99925,14575,-70015,-54639,-14833,-70014,-42925,-14975,-70015,-42824,-14977,-70015,-43313,-14975,-70015,-55675,-14831,-70014,86483,14354,-70011,-96007,97271,-96342,91443,-96274,91462
400,99749,-40126,-60299,96926,-47352,-38570,-59847,-16927,-65817,98765,16458,-65816,-50411,-17065,-65817,-50868,-17065,-65817,84715,16457,-65816,84491,16462,-65816,84159,16468,-65814,99826,16675,-65817,-56292,-16927,-65816,-42144,-17063,-65817,-42441,-17065,-65817,-43036,-17064,-65817,-57214,-16925,-65816,86464,16459,-65813,-95218,97021,-95611,91198,-95529,91218
450,99659,-38525,-61857,95867,-44665,-40819,-61549,-18966,-61723,98921,18507,-61722,-49050,-19098,-61723,-49488,-19098,-61723,84845,18506,-61722,84676,18512,-61722,84442,18518,-61720,99834,18719,-61722,-58188,-18967,-61721,-41450,-19095,-61723,-42077,-19098,-61723,-42775,-19097,-61723,-59142,-18965,-61721,86934,18509,-61718,-94412,96771,-94862,90953,-94767,90974
500,99472,-36896,-63349,94655,-41866,-42976,-63131,-20951,-57730,98716,20502,-57729,-47610,-21076,-57730,-48041,-21076,-57730,84881,20501,-57729,84994,20506,-57728,84704,20512,-57726,99716,20708,-57729,-59878,-20952,-57728,-40767,-21073,-57730,-41614,-21076,-57730,-42377,-21075,-57730,-60700,-20950,-57728,86912,20504,-57724,-93591,96522,-94095,90707,-93988,90729
