Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-50654,-48570,38566,-4450,-49451,613,179,-99999,5365,-790,-99999,-4208,-18,-99999,-4777,-3,-99999,8272,-787,-99999,12829,-785,-99999,-684,-783,-99999,2130,-794,-99999,8311,-173,-99999,7263,-17,-99999,7444,-6,-99999,7416,-9,-99999,8359,-345,-99999,-477,-794,-99999,-99999,-99999,-99999,16649,-99999,-68145
50,98378,-49024,-50193,38623,-4041,-50859,-48166,-1058,-97530,96030,455,-97530,-50760,-1253,-97530,-51157,-1238,-97530,96379,458,-97530,95187,459,-97530,61919,462,-97530,97671,451,-97530,-17085,-1414,-97530,-15219,-1251,-97530,-15052,-1240,-97530,-15114,-1244,-97530,-17045,-1588,-97530,61727,451,-97530,-99998,98711,-99999,99397,-99999,98804
100,99367,-48244,-52084,38303,-3410,-52021,-51002,-3501,-92653,98803,2914,-92653,-54484,-3692,-92653,-54802,-3676,-92653,98516,2916,-92653,97296,2918,-92652,63177,2920,-92652,99146,2910,-92653,-19303,-3866,-92653,-14906,-3690,-92653,-14834,-3679,-92653,-14993,-3683,-92653,-19729,-4044,-92653,65024,2910,-92651,-99651,98711,-99788,99397,-99788,98804
150,99999,-47381,-53912,37362,-2357,-52748,-53348,-5884,-87896,99998,5311,-87895,-56617,-6071,-87896,-57346,-6055,-87896,99622,5314,-87895,98560,5315,-87895,63998,5318,-87894,99998,5308,-87896,-20549,-6257,-87895,-14342,-6069,-87896,-14375,-6058,-87896,-14495,-6061,-87896,-21065,-6439,-87895,66535,5308,-87892,-98936,98461,-99347,99290,-99344,98584
200,99863,-45705,-55541,36172,-1101,-53216,-55091,-8207,-83257,99729,7649,-83255,-55122,-8390,-83257,-55810,-8374,-83257,99373,7652,-83255,98166,7653,-83255,63890,7655,-83253,99833,7645,-83257,-21399,-8588,-83256,-13706,-8388,-83257,-13896,-8377,-83257,-14058,-8380,-83257,-21873,-8775,-83255,66427,7646,-83252,-98188,98072,-98881,99125,-98870,98245
250,99906,-44207,-57156,34917,209,-53564,-56824,-10471,-78732,99870,9928,-78730,-54102,-10650,-78732,-54839,-10634,-78732,99702,9930,-78730,98818,9931,-78729,64251,9934,-78728,99956,9924,-78732,-22392,-10861,-78730,-13148,-10649,-78732,-13577,-10637,-78732,-13783,-10641,-78732,-22884,-11051,-78730,66794,9925,-78725,-97418,97805,-98401,99013,-98382,98018
300,99725,-42517,-58691,33589,1574,-53834,-58382,-12678,-74319,99624,12148,-74317,-52412,-12853,-74319,-53120,-12836,-74319,99526,12151,-74317,98603,12152,-74315,64241,12154,-74314,99783,12144,-74318,-23287,-13075,-74317,-12610,-12851,-74319,-13303,-12839,-74319,-13583,-12843,-74319,-23725,-13270,-74317,66681,12145,-74311,-96630,97552,-97911,98907,-97883,97804
350,99712,-40974,-60266,32182,2992,-54026,-60062,-14828,-70015,99814,14311,-70012,-51166,-14999,-70015,-51877,-14982,-70015,99799,14313,-70012,99088,14314,-70011,64568,14317,-70009,99871,14307,-70014,-24334,-15233,-70013,-12140,-14996,-70015,-13120,-14984,-70015,-13466,-14988,-70015,-24788,-15431,-70012,67071,14309,-70005,-95826,97303,-97409,98802,-97374,97594
400,99560,-39342,-61780,30661,4483,-54122,-61630,-16922,-65817,99656,16417,-65814,-49638,-17088,-65817,-50337,-17070,-65817,99803,16420,-65814,99238,16421,-65812,64724,16423,-65810,99777,16414,-65816,-25273,-17335,-65814,-11691,-17085,-65817,-12934,-17073,-65817,-13347,-17077,-65817,-25661,-17536,-65814,67066,16415,-65806,-95006,97054,-96896,98698,-96853,97384
450,99462,-37749,-63323,29032,6041,-54114,-63300,-18961,-61723,99810,18468,-61720,-48296,-19121,-61723,-48987,-19103,-61723,99917,18470,-61720,99384,18471,-61718,64913,18473,-61715,99774,18464,-61722,-26368,-19381,-61720,-11300,-19117,-61723,-12763,-19107,-61723,-13235,-19110,-61723,-26770,-19586,-61720,67389,18466,-61711,-94171,96807,-96371,98594,-96322,97175
