Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98384,-49978,-48570,36813,-4453,-49459,-74,-5010,-99999,-3065,1956,-99999,4804,3452,-99999,4789,3282,-99999,-2765,2083,-99999,-2549,2952,-99999,-2419,3961,-99999,-3027,949,-99999,-19,-8344,-99999,4349,3547,-99999,4402,3446,-99999,4398,3486,-99999,-15,-8745,-99999,-1551,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98390,-48375,-50193,36871,-4044,-50867,-43502,-6311,-97528,66099,3235,-97528,-19189,2172,-97528,-19228,2004,-97528,66273,3364,-97528,66142,4243,-97527,66292,5265,-97522,66513,2215,-97529,-41266,-9687,-97524,-20029,2266,-97527,-19979,2166,-97527,-20006,2206,-97527,-41343,-10092,-97523,65945,6345,-97516,-99998,98733,-99998,98604,-99998,98625
100,99372,-47607,-52084,36542,-3413,-52029,-46027,-8881,-92645,68214,5762,-92646,-21108,-356,-92646,-21116,-520,-92646,67947,5893,-92646,67901,6795,-92644,67673,7841,-92629,67587,4717,-92648,-44870,-12338,-92634,-19690,-265,-92644,-19743,-362,-92644,-19876,-323,-92643,-45708,-12754,-92632,69523,8948,-92610,-99691,98733,-99706,98604,-99706,98625
150,99998,-46758,-53912,35574,-2361,-52756,-48116,-11387,-87883,69126,8226,-87885,-22208,-2822,-87884,-22433,-2981,-87884,68814,8360,-87885,68956,9282,-87881,68574,10353,-87857,68208,7157,-87888,-46893,-14924,-87864,-19078,-2732,-87880,-19246,-2827,-87881,-19335,-2790,-87880,-47882,-15350,-87861,71163,11486,-87824,-99057,98483,-99096,98347,-99089,98363
200,99864,-45108,-55541,34351,-1104,-53224,-49667,-13831,-83238,68921,10628,-83241,-21437,-5225,-83240,-21638,-5381,-83240,68619,10766,-83241,68628,11708,-83236,68455,12803,-83203,68087,9536,-83245,-48274,-17446,-83213,-18389,-5139,-83235,-18726,-5231,-83235,-18862,-5194,-83234,-49197,-17880,-83209,71045,13962,-83158,-98395,98094,-98449,97951,-98429,97960
250,99907,-43634,-57156,33060,205,-53572,-51210,-16213,-78708,69028,12970,-78712,-20912,-7569,-78710,-21135,-7720,-78711,68877,13110,-78712,69171,14072,-78706,68852,15190,-78663,68177,11855,-78717,-49886,-19904,-78676,-17784,-7484,-78704,-18380,-7574,-78705,-18565,-7538,-78703,-50841,-20347,-78671,71444,16374,-78606,-97713,97827,-97784,97682,-97751,97690
300,99727,-41972,-58691,31694,1571,-53842,-52597,-18535,-74290,68840,15252,-74295,-20040,-9852,-74293,-20245,-10000,-74293,68738,15395,-74294,68992,16376,-74288,68841,17516,-74236,68050,14114,-74301,-51340,-22299,-74251,-17200,-9769,-74285,-18083,-9857,-74286,-18348,-9822,-74284,-52209,-22752,-74245,71321,18725,-74167,-97015,97574,-97103,97428,-97057,97436
350,99714,-40453,-60266,30246,2988,-54034,-54093,-20796,-69981,68985,17475,-69986,-19398,-12075,-69984,-19601,-12220,-69985,68952,17620,-69986,69396,18621,-69978,69199,19782,-69918,68115,16315,-69994,-53040,-24633,-69936,-16690,-11994,-69976,-17885,-12080,-69976,-18222,-12046,-69975,-53939,-25094,-69929,71744,21015,-69837,-96303,97324,-96408,97177,-96349,97185
400,99563,-38847,-61779,28682,4479,-54131,-55489,-22999,-65778,68865,19639,-65784,-18611,-14241,-65782,-18804,-14382,-65783,68956,19787,-65784,69522,20806,-65775,69371,21989,-65707,68046,18458,-65793,-54566,-26906,-65727,-16204,-14161,-65772,-17684,-14246,-65773,-18092,-14213,-65771,-55360,-27375,-65719,71738,23246,-65614,-95577,97076,-95696,96927,-95626,96936
450,99466,-37279,-63323,27007,6038,-54123,-56976,-25144,-61679,68982,21746,-61686,-17919,-16348,-61684,-18104,-16486,-61685,69045,21897,-61686,69644,22934,-61676,69579,24138,-61599,68044,20545,-61696,-56344,-29119,-61622,-15780,-16270,-61673,-17498,-16353,-61673,-17971,-16321,-61671,-57164,-29597,-61613,72089,25417,-61496,-94838,96829,-94968,96676,-94887,96686
