Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98496,-51380,-47086,98274,-67716,-23197,574,-3720,-99999,2802,929,-99999,-3273,3265,-99999,-3315,3086,-99999,4310,957,-99999,7365,1473,-99999,8202,2212,-99999,826,392,-99999,2593,-6041,-99999,-17151,3330,-99999,-13367,3185,-99999,-13199,3222,-99999,1633,-6479,-99999,-1512,2904,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98533,-49769,-48720,99296,-66644,-26182,-46364,-5005,-97530,95581,2194,-97529,-52185,1987,-97528,-52383,1811,-97528,95799,2222,-97529,94575,2745,-97528,94746,3493,-97528,97493,1651,-97529,-40356,-7355,-97527,-59920,2052,-97528,-58203,1909,-97528,-58016,1945,-97528,-40979,-7799,-97526,58020,4194,-97527,-99998,98705,-99998,98563,-99998,98584
100,99316,-48717,-50547,99946,-65331,-29035,-48996,-7543,-92651,98119,4693,-92648,-54594,-536,-92646,-54533,-708,-92646,97763,4722,-92648,96564,5256,-92647,96272,6022,-92646,98746,4137,-92649,-44210,-9950,-92642,-59315,-473,-92645,-57742,-612,-92645,-57786,-578,-92645,-45597,-10405,-92641,60890,6741,-92643,-99665,98705,-99684,98563,-99685,98584
150,99820,-47700,-52287,99998,-63543,-31674,-51093,-10018,-87893,99203,7129,-87888,-56067,-2997,-87885,-56429,-3165,-87885,98783,7159,-87888,97829,7706,-87887,97299,8490,-87885,99467,6562,-87890,-46382,-12481,-87878,-58267,-2935,-87883,-56835,-3071,-87884,-56824,-3037,-87883,-47887,-12946,-87875,62099,9226,-87880,-98978,98456,-99025,98305,-99023,98321
200,99873,-46201,-53941,99730,-61436,-34176,-52922,-12432,-83252,99390,9505,-83246,-55327,-5396,-83241,-55734,-5560,-83242,98874,9536,-83246,97756,10094,-83244,97446,10895,-83241,99573,8926,-83248,-48104,-14948,-83232,-57151,-5336,-83239,-55955,-5469,-83239,-56003,-5436,-83239,-49578,-15424,-83228,62425,11648,-83235,-98261,98069,-98326,97907,-98314,97916
250,99999,-44761,-55593,99269,-59156,-36570,-54752,-14784,-78726,99740,11821,-78718,-54614,-7735,-78712,-55080,-7894,-78713,99338,11852,-78718,98507,12422,-78716,98052,13240,-78712,99819,11230,-78720,-49927,-17353,-78700,-56133,-7676,-78710,-55321,-7805,-78710,-55433,-7773,-78709,-51412,-17839,-78696,62973,14009,-78704,-97523,97802,-97604,97636,-97583,97644
300,99903,-43175,-57164,98648,-56726,-38877,-56428,-17077,-74312,99616,14077,-74302,-53371,-10014,-74295,-53855,-10169,-74296,99282,14109,-74302,98444,14691,-74299,98154,15524,-74294,99747,13475,-74305,-51591,-19697,-74281,-55157,-9956,-74292,-54774,-10082,-74292,-55000,-10051,-74291,-52972,-20193,-74275,62984,16310,-74285,-96767,97547,-96864,97379,-96832,97387
350,99894,-41621,-58761,97894,-54178,-41108,-58163,-19311,-70006,99812,16276,-69995,-52141,-12233,-69987,-52619,-12385,-69988,99562,16308,-69995,98921,16900,-69992,98609,17750,-69986,99841,15662,-69998,-53454,-21981,-69970,-54271,-12176,-69983,-54361,-12300,-69983,-54708,-12270,-69983,-54842,-22486,-69963,63402,18551,-69975,-95992,97296,-96105,97126,-96064,97134
400,99749,-40015,-60286,96997,-51509,-43263,-59773,-21486,-65807,99629,18416,-65794,-50752,-14394,-65785,-51230,-14543,-65786,99563,18450,-65794,99102,19052,-65790,98831,19917,-65784,99742,17792,-65798,-55158,-24206,-65766,-53428,-14338,-65781,-53947,-14459,-65781,-54409,-14430,-65780,-56409,-24720,-65758,63388,20734,-65772,-95199,97046,-95326,96874,-95277,96883
450,99659,-38418,-61844,95963,-48725,-45340,-61479,-23605,-61712,99786,20500,-61697,-49388,-16498,-61687,-49848,-16643,-61688,99709,20534,-61697,99302,21147,-61693,99137,22027,-61686,99750,19866,-61701,-57112,-26372,-61665,-52679,-16443,-61682,-53554,-16561,-61683,-54126,-16533,-61682,-58374,-26895,-61657,63747,22859,-61672,-94391,96796,-94529,96621,-94472,96631
