Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98374,-50502,-48537,30600,-639,-55469,581,-16078,-99999,5374,14753,-99999,-1689,3390,-99999,-1770,3493,-99999,8280,14762,-99999,12837,15439,-99999,14174,16301,-99999,2135,13453,-99999,829,-14477,-99999,-20574,2189,-99999,-16337,2135,-99999,-16259,1971,-99999,602,-14338,-99999,14184,16926,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98380,-48877,-50161,30664,-214,-56933,-48183,-17581,-97511,96030,16195,-97487,-20294,2018,-97454,-20406,2123,-97454,96379,16207,-97485,95187,16902,-97478,95475,17785,-97474,97671,14877,-97493,-43504,-16007,-97506,-60309,824,-97425,-58290,766,-97426,-58239,600,-97423,-43713,-15871,-97505,92458,18429,-97469,-99998,98758,-99998,98665,-99998,98681
100,99368,-48098,-52053,30301,442,-58143,-51018,-20549,-92595,98803,19043,-92524,-21782,-691,-92426,-21870,-584,-92427,98516,19060,-92517,97296,19792,-92497,97109,20716,-92485,99146,17689,-92542,-47378,-19027,-92581,-59756,-1874,-92341,-57884,-1938,-92341,-58015,-2108,-92334,-48394,-18898,-92579,96607,21397,-92471,-99653,98758,-99664,98665,-99665,98681
150,99999,-47237,-53883,29235,1536,-58898,-53363,-23443,-87800,99999,21821,-87683,-22635,-3334,-87522,-22893,-3225,-87524,99622,21842,-87672,98560,22611,-87639,98176,23574,-87619,99999,20431,-87714,-49552,-21973,-87778,-58758,-4505,-87382,-57029,-4575,-87383,-57086,-4749,-87370,-50725,-21850,-87774,98509,24292,-87596,-98942,98508,-98965,98408,-98963,98419
200,99863,-45565,-55513,27887,2844,-59385,-55105,-26265,-83124,99729,24529,-82962,-22037,-5910,-82740,-22275,-5799,-82742,99373,24555,-82947,98167,25360,-82901,98035,26361,-82874,99833,23104,-83005,-51036,-24845,-83093,-57635,-7070,-82545,-56134,-7146,-82547,-56272,-7324,-82529,-52135,-24728,-83087,98372,27115,-82842,-98198,98120,-98225,98011,-98211,98016
250,99906,-44070,-57129,26466,4205,-59747,-56838,-29016,-78563,99870,27169,-78357,-21630,-8421,-78075,-21885,-8308,-78078,99702,27199,-78338,98818,28038,-78280,98504,29077,-78245,99956,25710,-78412,-52769,-27644,-78523,-56648,-9569,-77828,-55539,-9652,-77830,-55760,-9833,-77808,-53898,-27534,-78516,98835,29866,-78205,-97432,97853,-97464,97743,-97439,97746
300,99726,-42384,-58665,24961,5625,-60028,-58395,-31696,-74115,99624,29741,-73866,-20954,-10868,-73526,-21195,-10753,-73529,99526,29775,-73843,98603,30649,-73774,98491,31724,-73731,99783,28249,-73932,-54333,-30372,-74067,-55697,-12005,-73227,-55028,-12094,-73230,-55387,-12279,-73203,-55365,-30268,-74059,98693,32547,-73682,-96648,97599,-96686,97488,-96650,97492
350,99712,-40844,-60241,23366,7099,-60228,-60075,-34308,-69777,99814,32247,-69486,-20456,-13252,-69089,-20695,-13134,-69092,99799,32285,-69459,99088,33192,-69378,98915,34303,-69328,99871,30723,-69563,-56160,-33031,-69721,-54866,-14378,-68740,-54687,-14473,-68743,-55170,-14661,-68712,-57220,-32932,-69711,99183,35158,-69271,-95849,97350,-95890,97237,-95844,97241
400,99560,-39216,-61755,21643,8649,-60329,-61642,-36852,-65545,99656,34687,-65214,-19846,-15572,-64761,-20076,-15453,-64765,99803,34730,-65183,99238,35668,-65091,99118,36814,-65034,99777,33132,-65302,-57800,-35620,-65482,-54074,-16688,-64363,-54341,-16789,-64367,-54947,-16980,-64331,-58743,-35527,-65470,99176,37701,-64969,-95033,97102,-95076,96987,-95020,96992
450,99462,-37626,-63300,19798,10270,-60320,-63312,-39329,-61419,99810,37062,-61048,-19310,-17831,-60540,-19534,-17710,-60545,99917,37109,-61013,99385,38079,-60910,99364,39258,-60847,99774,35477,-61146,-59711,-38141,-61347,-53382,-18936,-60095,-54021,-19043,-60099,-54739,-19238,-60059,-60678,-38054,-61335,99583,40177,-60773,-94203,96854,-94243,96737,-94179,96742
