Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98372,-50649,-48570,36813,-4453,-49459,613,-5010,-99999,5365,1956,-99999,-4452,3452,-99999,-5002,3282,-99999,8272,2083,-99999,12829,2952,-99999,683,3961,-99999,2130,949,-99999,-4010,-8344,-99999,9115,3547,-99999,9231,3446,-99999,9211,3486,-99999,-2980,-8745,-99999,1903,5027,-99999,-99999,-99999,-99999,-99999,-99999,-40428
50,98378,-49020,-50193,36871,-4044,-50867,-48166,-6311,-97528,96030,3235,-97528,-51113,2172,-97528,-51481,2004,-97528,96379,3364,-97528,95187,4243,-97527,72389,5265,-97522,97671,2215,-97529,-32935,-9687,-97524,-17486,2266,-97527,-17346,2166,-97527,-17405,2206,-97527,-31649,-10092,-97523,71767,6345,-97516,-99998,98733,-99998,98604,-99998,44350
100,99367,-48240,-52084,36542,-3413,-52029,-51003,-8881,-92645,98803,5762,-92646,-54846,-356,-92646,-55134,-520,-92646,98516,5893,-92646,97296,6795,-92644,73830,7841,-92629,99146,4717,-92648,-35461,-12338,-92634,-17116,-265,-92644,-17089,-362,-92644,-17263,-323,-92643,-34677,-12754,-92632,75471,8948,-92610,-99650,98733,-99754,98604,-99755,44350
150,99999,-47376,-53912,35574,-2361,-52756,-53349,-11387,-87883,99998,8226,-87885,-56984,-2822,-87884,-57684,-2981,-87884,99622,8360,-87885,98560,9282,-87881,74770,10353,-87857,99998,7157,-87888,-36880,-14924,-87864,-16448,-2732,-87880,-16547,-2827,-87881,-16674,-2790,-87880,-36185,-15350,-87861,77168,11486,-87824,-98933,98483,-99243,98347,-99240,44238
200,99863,-45700,-55541,34351,-1104,-53224,-55091,-13831,-83238,99729,10628,-83241,-55485,-5225,-83240,-56144,-5381,-83240,99373,10766,-83241,98166,11708,-83236,74646,12803,-83203,99833,9536,-83245,-37849,-17446,-83213,-15696,-5139,-83235,-15980,-5231,-83235,-16158,-5194,-83234,-37097,-17880,-83209,77046,13962,-83158,-98183,98094,-98702,97951,-98689,44066
250,99906,-44203,-57156,33060,205,-53572,-56824,-16213,-78708,99870,12970,-78712,-54463,-7569,-78710,-55171,-7720,-78711,99702,13110,-78712,98818,14072,-78706,75060,15190,-78663,99956,11855,-78717,-38979,-19904,-78676,-15036,-7484,-78704,-15603,-7574,-78705,-15834,-7538,-78703,-38238,-20347,-78671,77459,16374,-78606,-97411,97827,-98145,97682,-98124,43950
300,99725,-42513,-58691,31694,1571,-53842,-58382,-18535,-74290,99624,15252,-74295,-52769,-9852,-74293,-53448,-10000,-74293,99526,15395,-74294,98603,16376,-74288,75049,17516,-74236,99783,14114,-74301,-39999,-22299,-74251,-14399,-9769,-74285,-15279,-9857,-74286,-15597,-9822,-74284,-39187,-22752,-74245,77332,18725,-74167,-96621,97574,-97576,97428,-97545,43842
350,99712,-40970,-60266,30246,2988,-54034,-60063,-20796,-69981,99814,17475,-69986,-51520,-12075,-69984,-52202,-12220,-69985,99799,17620,-69986,99088,18621,-69978,75423,19782,-69918,99871,16315,-69994,-41191,-24633,-69936,-13842,-11994,-69976,-15064,-12080,-69976,-15459,-12046,-69975,-40387,-25094,-69929,77770,21015,-69837,-95815,97324,-96994,97177,-96955,43735
400,99560,-39338,-61779,28682,4479,-54131,-61630,-22999,-65778,99656,19639,-65784,-49988,-14241,-65782,-50660,-14382,-65783,99803,19787,-65784,99238,20806,-65775,75601,21989,-65707,99777,18458,-65793,-42261,-26906,-65727,-13312,-14161,-65772,-14844,-14246,-65773,-15318,-14213,-65771,-41372,-27375,-65719,77764,23246,-65614,-94993,97076,-96399,96927,-96351,43629
450,99462,-37744,-63323,27007,6038,-54123,-63300,-25144,-61679,99810,21746,-61686,-48644,-16348,-61684,-49306,-16486,-61685,99917,21897,-61686,99384,22934,-61676,75818,24138,-61599,99774,20545,-61696,-43508,-29119,-61622,-12849,-16270,-61673,-14641,-16353,-61673,-15186,-16321,-61671,-42624,-29597,-61613,78127,25417,-61496,-94155,96829,-95789,96676,-95735,43522
