Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,96031,-47508,-47284,98233,-62994,-16931,-2497,173,-99999,2357,-741,-99999,-2660,2,-99999,-3125,2,-99999,4021,-742,-99999,6951,-735,-99999,7850,-728,-99999,905,-479,-99999,1784,173,-99999,-15966,2,-99999,-12084,1,-99999,-11111,3,-99999,3125,175,-99999,-8559,-739,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,96067,-45963,-48838,99280,-61959,-20160,-45289,-1064,-97530,94734,503,-97530,-51281,-1233,-97530,-52103,-1233,-97530,95256,502,-97530,93824,509,-97530,94113,516,-97530,97649,762,-97530,-39290,-1064,-97530,-58302,-1232,-97530,-56413,-1234,-97530,-55101,-1232,-97530,-35086,-1061,-97530,45526,505,-97530,-99998,98680,-99998,98508,-99998,98530
100,96826,-44955,-50578,99944,-60693,-23246,-47688,-3507,-92653,97262,2961,-92653,-53675,-3672,-92653,-54249,-3671,-92653,97214,2960,-92653,95805,2967,-92653,95634,2973,-92653,98903,3213,-92653,-42976,-3507,-92653,-57704,-3671,-92653,-55957,-3673,-92653,-54875,-3671,-92653,-39227,-3505,-92653,48134,2962,-92652,-99665,98680,-99688,98508,-99689,98530
150,97314,-43980,-52233,99998,-58967,-26100,-49601,-5889,-87896,98341,5357,-87896,-55140,-6050,-87896,-56142,-6050,-87896,98231,5356,-87896,97066,5363,-87896,96657,5369,-87895,99624,5603,-87896,-45054,-5889,-87896,-56667,-6049,-87896,-55061,-6051,-87896,-53930,-6049,-87896,-41280,-5887,-87896,49232,5358,-87895,-98979,98431,-99039,98250,-99037,98268
200,97366,-42542,-53807,99724,-56933,-28806,-51268,-8212,-83257,98527,7694,-83257,-54405,-8369,-83257,-55448,-8368,-83257,98322,7693,-83257,96993,7699,-83256,96804,7706,-83256,99730,7934,-83257,-46701,-8212,-83256,-55562,-8368,-83257,-54190,-8370,-83257,-53125,-8368,-83257,-42796,-8210,-83256,49529,7695,-83255,-98264,98044,-98350,97852,-98339,97863
250,97488,-41161,-55379,99252,-54733,-31395,-52936,-10477,-78732,98875,9971,-78732,-53696,-10629,-78732,-54795,-10629,-78732,98785,9970,-78732,97741,9976,-78732,97408,9983,-78730,99977,10205,-78732,-48444,-10476,-78731,-54554,-10628,-78732,-53564,-10630,-78732,-52565,-10628,-78732,-44441,-10474,-78731,50026,9972,-78729,-97527,97777,-97639,97581,-97618,97590
300,97395,-39640,-56874,98616,-52388,-33891,-54465,-12683,-74319,98752,12190,-74319,-52460,-12831,-74319,-53573,-12831,-74319,98730,12190,-74319,97679,12195,-74318,97510,12202,-74317,99904,12419,-74319,-50036,-12683,-74318,-53588,-12830,-74319,-53023,-12832,-74319,-52140,-12830,-74319,-45840,-12681,-74318,50036,12192,-74316,-96771,97522,-96909,97324,-96878,97333
350,97386,-38150,-58394,97844,-49928,-36303,-56046,-14833,-70015,98947,14352,-70014,-51237,-14976,-70015,-52339,-14976,-70015,99009,14351,-70014,98154,14357,-70014,97963,14363,-70012,99999,14575,-70015,-51817,-14833,-70014,-52710,-14975,-70015,-52614,-14977,-70015,-51854,-14975,-70015,-47517,-14831,-70014,50416,14354,-70011,-95997,97271,-96161,97071,-96120,97081
400,97246,-36610,-59845,96926,-47352,-38634,-57514,-16927,-65817,98765,16458,-65816,-49856,-17065,-65817,-50953,-17065,-65817,99010,16457,-65816,98334,16462,-65816,98185,16468,-65814,99899,16675,-65817,-53447,-16927,-65816,-51876,-17063,-65817,-52205,-17065,-65817,-51560,-17064,-65817,-48922,-16925,-65816,50403,16459,-65813,-95206,97021,-95394,96819,-95345,96830
450,97158,-35079,-61328,95867,-44665,-40881,-59069,-18966,-61723,98921,18507,-61722,-48501,-19098,-61723,-49573,-19098,-61723,99155,18506,-61722,98534,18512,-61722,98490,18518,-61720,99908,18719,-61722,-55315,-18967,-61721,-51135,-19095,-61723,-51817,-19098,-61723,-51283,-19097,-61723,-50684,-18965,-61721,50729,18509,-61718,-94398,96771,-94609,96567,-94551,96578
