Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98494,-51549,-47086,98274,-67716,-27937,574,-3720,-99999,2851,929,-99999,-3247,3265,-99999,-3239,3086,-99999,4426,957,-99999,7365,1473,-99999,8202,2212,-99999,905,392,-99999,2593,-6041,-99999,-17303,3330,-99999,-13396,3185,-99999,-13348,3222,-99999,266,-6479,-99999,-1326,2904,-99999,-99999,-99999,-99999,-99999,-99999,-91810
50,98531,-49933,-48720,99296,-66644,-30738,-46364,-5005,-97530,95674,2194,-97529,-52146,1987,-97528,-52272,1811,-97528,96016,2222,-97529,94575,2745,-97528,94746,3493,-97528,97649,1651,-97529,-40356,-7355,-97527,-60127,2052,-97528,-58243,1909,-97528,-58223,1945,-97528,-24454,-7799,-97526,58050,4194,-97527,-99998,98705,-99998,98563,-99998,20399
100,99315,-48879,-50547,99946,-65331,-33415,-48996,-7543,-92651,98214,4693,-92648,-54554,-536,-92646,-54420,-708,-92646,97982,4722,-92648,96564,5256,-92647,96272,6022,-92646,98903,4137,-92649,-44210,-9950,-92642,-59522,-473,-92645,-57782,-612,-92645,-57994,-578,-92645,-27132,-10405,-92641,60913,6741,-92643,-99665,98705,-99684,98563,-99786,20399
150,99820,-47859,-52287,99998,-63543,-35891,-51093,-10018,-87893,99299,7129,-87888,-56027,-2997,-87885,-56315,-3165,-87885,99003,7159,-87888,97829,7706,-87887,97299,8490,-87885,99624,6562,-87890,-46382,-12481,-87878,-58472,-2935,-87883,-56875,-3071,-87884,-57030,-3037,-87883,-28460,-12946,-87875,62118,9226,-87880,-98978,98456,-99025,98305,-99335,20251
200,99873,-46356,-53941,99730,-61436,-38239,-52922,-12432,-83252,99485,9505,-83246,-55288,-5396,-83241,-55620,-5560,-83242,99094,9536,-83246,97756,10094,-83244,97446,10895,-83241,99730,8926,-83248,-48104,-14948,-83232,-57355,-5336,-83239,-55995,-5469,-83239,-56208,-5436,-83239,-29441,-15424,-83228,62444,11648,-83235,-98261,98069,-98326,97907,-98853,20022
250,99998,-44912,-55593,99269,-59156,-40485,-54752,-14784,-78726,99836,11821,-78718,-54574,-7735,-78712,-54967,-7894,-78713,99559,11852,-78718,98507,12422,-78716,98052,13240,-78712,99977,11230,-78720,-49927,-17353,-78700,-56336,-7676,-78710,-55361,-7805,-78710,-55637,-7773,-78709,-30505,-17839,-78696,62990,14009,-78704,-97523,97802,-97604,97636,-98356,19868
300,99903,-43322,-57164,98648,-56726,-42650,-56428,-17077,-74312,99712,14077,-74302,-53332,-10014,-74295,-53743,-10169,-74296,99503,14109,-74302,98444,14691,-74299,98154,15524,-74294,99904,13475,-74305,-51591,-19697,-74281,-55358,-9956,-74292,-54814,-10082,-74292,-55203,-10051,-74291,-31410,-20193,-74275,63001,16310,-74285,-96767,97547,-96864,97379,-97845,19723
350,99894,-41764,-58761,97894,-54178,-44743,-58163,-19311,-70006,99908,16276,-69995,-52102,-12233,-69987,-52507,-12385,-69988,99783,16308,-69995,98921,16900,-69992,98609,17750,-69986,99999,15662,-69998,-53454,-21981,-69970,-54471,-12176,-69983,-54400,-12300,-69983,-54911,-12270,-69983,-32495,-22486,-69963,63418,18551,-69975,-95992,97296,-96105,97126,-97322,19580
400,99749,-40154,-60286,96997,-51509,-46765,-59773,-21486,-65807,99725,18416,-65794,-50713,-14394,-65785,-51120,-14543,-65786,99784,18450,-65794,99102,19052,-65790,98831,19917,-65784,99899,17792,-65798,-55158,-24206,-65766,-53627,-14338,-65781,-53986,-14459,-65781,-54611,-14430,-65780,-33404,-24720,-65758,63404,20734,-65772,-95199,97046,-95326,96874,-96787,19438
450,99658,-38553,-61844,95963,-48725,-48714,-61479,-23605,-61712,99882,20500,-61697,-49350,-16498,-61687,-49739,-16643,-61688,99930,20534,-61697,99302,21147,-61693,99137,22027,-61686,99908,19866,-61701,-57112,-26372,-61665,-52877,-16443,-61682,-53593,-16561,-61683,-54329,-16533,-61682,-34544,-26895,-61657,63762,22859,-61672,-94391,96796,-94529,96621,-96240,19296
500,99471,-36924,-63336,94780,-45824,-50583,-63063,-25668,-57717,99676,22529,-57701,-47906,-18544,-57691,-48289,-18685,-57691,99971,22563,-57701,99647,23186,-57697,99420,24081,-57689,99789,21884,-57706,-58853,-28481,-57666,-52139,-18490,-57685,-53093,-18606,-57685,-53899,-18579,-57684,-35465,-29013,-57657,63746,24927,-57674,-93566,96547,-93713,96368,-95680,19154
550,99303,-35284,-64857,93451,-42812,-52368,-64744,-27675,-53822,99787,24502,-53804,-46485,-20534,-53792,-46848,-20672,-53793,99999,24537,-53804,99637,25170,-53799,99575,26079,-53791,99716,23847,-53809,-60860,-30534,-53766,-51498,-20481,-53786,-52546,-20596,-53787,-53411,-20569,-53786,-36636,-31075,-53756,64032,26939,-53774,-92726,96297,-92877,96114,-95107,19011
600,99056,-33629,-66321,91972,-39690,-54059,-66322,-29629,-50022,99538,26421,-50003,-44997,-22468,-49991,-45350,-22603,-49992,99993,26456,-50003,99950,27099,-49998,99805,28022,-49989,99545,25756,-50009,-62636,-32532,-49962,-50838,-22416,-49984,-51829,-22529,-49984,-52699,-22504,-49983,-37575,-33080,-49951,63974,28896,-49971,-91871,96047,-92022,95860,-94522,18868
650,98806,-31943,-67794,90348,-36467,-55655,-67954,-31529,-46317,99576,28286,-46296,-43522,-24347,-46283,-43857,-24478,-46284,99941,28322,-46296,99869,28975,-46291,99856,29911,-46281,99391,27612,-46302,-64627,-34475,-46252,-50263,-24296,-46275,-51050,-24408,-46276,-51922,-24385,-46275,-38734,-35032,-46240,64183,30798,-46261,-91001,95797,-91148,95604,-93925,18724
700,98488,-30261,-69230,88581,-33146,-57145,-69532,-33377,-42703,99272,30098,-42681,-41987,-26170,-42666,-42310,-26298,-42667,99830,30136,-42681,99999,30797,-42675,99966,31746,-42664,99143,29415,-42687,-66425,-36365,-42633,-49655,-26121,-42658,-50107,-26233,-42659,-50920,-26211,-42658,-39694,-36930,-42621,64068,32647,-42643,-90116,95547,-90254,95348,-93315,18580
750,98158,-28534,-70647,86675,-29735,-58534,-71092,-35174,-39178,99218,31859,-39155,-40464,-27939,-39139,-40771,-28064,-39140,99735,31897,-39155,99966,32568,-39148,99976,33530,-39137,98915,31167,-39161,-68339,-38204,-39104,-49102,-27893,-39131,-49129,-28004,-39132,-49910,-27983,-39130,-40804,-38776,-39091,64210,34443,-39115,-89218,95297,-89342,95091,-92693,18436
800,97771,-26828,-72046,84630,-26237,-59813,-72654,-36920,-35740,98871,33568,-35715,-38886,-29653,-35699,-39181,-29775,-35700,99526,33607,-35715,99902,34287,-35709,99988,35261,-35697,98595,32868,-35722,-70121,-39991,-35662,-48509,-29612,-35690,-48035,-29722,-35691,-48725,-29702,-35689,-41765,-40570,-35648,64062,36187,-35673,-88306,95046,-88411,94834,-92060,18292
850,97368,-25075,-73402,82448,-22656,-60988,-74137,-38617,-32387,98717,35227,-32361,-37336,-31313,-32344,-37613,-31433,-32345,99400,35267,-32361,99936,35956,-32354,99992,36942,-32341,98298,34518,-32368,-71930,-41728,-32305,-47941,-31278,-32335,-46961,-31387,-32336,-47615,-31368,-32334,-42812,-42314,-32290,64148,37879,-32317,-87381,94796,-87463,94576,-91415,18147
900,96922,-23353,-74752,80127,-18991,-62057,-75646,-40265,-29117,98357,36836,-29090,-35724,-32919,-29072,-35994,-33036,-29073,99149,36877,-29090,99793,37574,-29082,99983,38573,-29069,97932,36118,-29097,-73632,-43415,-29031,-47317,-32891,-29062,-45824,-32999,-29063,-46393,-32981,-29061,-43740,-44008,-29015,64020,39522,-29043,-86444,94545,-86498,94319,-90759,18003
950,96449,-21591,-76046,77666,-15243,-63024,-77063,-41866,-25927,98104,38396,-25899,-34167,-34471,-25880,-34411,-34585,-25881,98975,38438,-25899,99822,39144,-25891,99968,40154,-25877,97565,37670,-25907,-75341,-45054,-25838,-46706,-34454,-25870,-44763,-34558,-25871,-45318,-34541,-25869,-44729,-45653,-25821,64053,41114,-25850,-85495,94295,-85518,94061,-90093,17858
1000,95955,-19854,-77333,75059,-11410,-63895,-78481,-43421,-22816,97753,39908,-22787,-32529,-35969,-22767,-32777,-36081,-22769,98734,39950,-22787,99722,40665,-22779,99999,41686,-22765,97173,39174,-22795,-76904,-46646,-22723,-46006,-35964,-22757,-43662,-36066,-22758,-44166,-36050,-22756,-45585,-47251,-22706,63979,42657,-22736,-84535,94045,-84523,93804,-89418,17714
1050,95412,-18091,-78566,72307,-7490,-64671,-79838,-44929,-19782,97401,41372,-19752,-30972,-37412,-19732,-31184,-37522,-19733,98480,41415,-19752,99653,42139,-19744,99925,43171,-19729,96732,40629,-19761,-78523,-48191,-19686,-45320,-37424,-19721,-42667,-37521,-19722,-43193,-37507,-19720,-46521,-48802,-19668,63946,44152,-19699,-83565,93795,-83514,93548,-88733,17570
1100,94864,-16339,-79780,69405,-3486,-65362,-81144,-46392,-16823,97056,42788,-16792,-29309,-38802,-16771,-29537,-38909,-16772,98247,42833,-16792,99615,43566,-16783,99975,44608,-16768,96308,42038,-16801,-79926,-49690,-16723,-44510,-38833,-16759,-41617,-38925,-16761,-42132,-38912,-16758,-47292,-50307,-16705,63914,45599,-16737,-82585,93546,-82492,93292,-88040,17426
1150,94243,-14568,-80950,66358,604,-65972,-82437,-47811,-13938,96600,44159,-13905,-27739,-40136,-13883,-27919,-40242,-13885,97887,44205,-13905,99397,44946,-13896,99794,45999,-13880,95781,43401,-13914,-81450,-51145,-13834,-43717,-40192,-13871,-40665,-40278,-13872,-41228,-40266,-13870,-48171,-51767,-13815,63794,47000,-13848,-81597,93298,-81459,93037,-87340,17283
1200,93623,-12794,-82090,63170,4774,-66509,-83635,-49187,-11123,96228,45483,-11089,-26039,-41416,-11067,-26248,-41519,-11068,97592,45531,-11089,99304,46281,-11080,99753,47343,-11063,95294,44718,-11099,-82716,-52555,-11016,-42780,-41500,-11054,-39617,-41579,-11056,-40194,-41569,-11053,-48870,-53182,-10996,63735,48354,-11031,-80600,93049,-80415,92783,-86633,17140
1250,92912,-10998,-83192,59851,9016,-66979,-84849,-50520,-8378,95651,46762,-8343,-24425,-42639,-8320,-24578,-42740,-8321,97106,46811,-8343,98931,47570,-8333,99416,48643,-8316,94664,45989,-8353,-84129,-53922,-8267,-41846,-42757,-8307,-38620,-42829,-8308,-39255,-42820,-8306,-49677,-54554,-8247,63496,49663,-8283,-79596,92802,-79362,92530,-85920,16998
1300,92194,-9193,-84261,56415,13320,-67388,-85957,-51811,-5700,95198,47997,-5665,-22667,-43805,-5641,-22855,-43905,-5642,96648,48048,-5665,98604,48815,-5655,99140,49898,-5637,94064,47217,-5675,-85305,-55246,-5586,-40775,-43963,-5628,-37490,-44027,-5629,-38133,-44021,-5626,-50331,-55883,-5566,63320,50926,-5603,-78586,92556,-78300,92278,-85201,16856
1350,91377,-7352,-85290,52881,17670,-67742,-87078,-53061,-3089,94478,49187,-3052,-20977,-44913,-3028,-21105,-45011,-3029,96013,49240,-3052,98074,50016,-3042,98599,51108,-3024,93312,48399,-3063,-86595,-56529,-2972,-39678,-45117,-3014,-36347,-45174,-3016,-37039,-45169,-3013,-51058,-57170,-2951,62925,52145,-2989,-77570,92310,-77231,92027,-84477,16715
