 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390286e+003,-1.725060e+003,-1.666293e+003, 0.000000e+000, 3.164573e+002,-8.367472e+001,-1.465420e+002
 5.000000e-005, 3.390514e+003,-1.669568e+003,-1.721786e+003, 3.684206e-007, 3.168286e+002,-7.994626e+001,-1.506295e+002
 1.000000e-004, 3.424238e+003,-1.642983e+003,-1.786429e+003, 0.000000e+000, 3.147529e+002,-7.420473e+001,-1.540068e+002
 1.500000e-004, 3.445883e+003,-1.613597e+003,-1.848953e+003, 0.000000e+000, 3.086305e+002,-6.461941e+001,-1.561168e+002
 2.000000e-004, 3.441345e+003,-1.556535e+003,-1.904655e+003, 0.000000e+000, 3.008786e+002,-5.317131e+001,-1.574749e+002
 2.500000e-004, 3.442780e+003,-1.505502e+003,-1.959868e+003, 0.000000e+000, 2.926969e+002,-4.124751e+001,-1.584837e+002
 3.000000e-004, 3.436659e+003,-1.447971e+003,-2.012343e+003, 0.000000e+000, 2.840309e+002,-2.881120e+001,-1.592680e+002
 3.500000e-004, 3.436149e+003,-1.395395e+003,-2.066182e+003, 0.000000e+000, 2.748506e+002,-1.590070e+001,-1.598252e+002
 4.000000e-004, 3.430992e+003,-1.339818e+003,-2.117943e+003, 0.000000e+000, 2.649305e+002,-2.321803e+000,-1.601059e+002
 4.500000e-004, 3.427598e+003,-1.285564e+003,-2.170719e+003, 0.000000e+000, 2.543051e+002, 1.187227e+001,-1.600818e+002
 5.000000e-004, 3.421876e+003,-1.230695e+003,-2.221936e+003, 0.000000e+000, 2.428528e+002, 2.678605e+001,-1.596873e+002
 5.500000e-004, 3.415158e+003,-1.174431e+003,-2.273382e+003, 0.000000e+000, 2.306388e+002, 4.233818e+001,-1.589075e+002
 6.000000e-004, 3.407366e+003,-1.119162e+003,-2.323900e+003, 0.000000e+000, 2.176440e+002, 5.855286e+001,-1.576827e+002
