 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390263e+003,-1.725065e+003,-1.666298e+003, 0.000000e+000, 3.166924e+002,-8.365012e+001,-1.465164e+002
 5.000000e-005, 3.390492e+003,-1.669573e+003,-1.721790e+003, 3.684206e-007, 3.170664e+002,-7.992109e+001,-1.506033e+002
 1.000000e-004, 3.424347e+003,-1.643003e+003,-1.786446e+003, 0.000000e+000, 3.149846e+002,-7.417793e+001,-1.539792e+002
 1.500000e-004, 3.445960e+003,-1.613602e+003,-1.848953e+003, 0.000000e+000, 3.088493e+002,-6.459093e+001,-1.560881e+002
 2.000000e-004, 3.441326e+003,-1.556522e+003,-1.904643e+003, 0.000000e+000, 3.010931e+002,-5.314342e+001,-1.574471e+002
 2.500000e-004, 3.442801e+003,-1.505507e+003,-1.959871e+003, 0.000000e+000, 2.929111e+002,-4.122019e+001,-1.584565e+002
 3.000000e-004, 3.436618e+003,-1.447964e+003,-2.012337e+003, 0.000000e+000, 2.842462e+002,-2.878403e+001,-1.592410e+002
 3.500000e-004, 3.436164e+003,-1.395398e+003,-2.066188e+003, 0.000000e+000, 2.750672e+002,-1.587383e+001,-1.597983e+002
 4.000000e-004, 3.430961e+003,-1.339813e+003,-2.117939e+003, 0.000000e+000, 2.651479e+002,-2.295082e+000,-1.600789e+002
 4.500000e-004, 3.427593e+003,-1.285557e+003,-2.170719e+003, 0.000000e+000, 2.545245e+002, 1.189821e+001,-1.600551e+002
 5.000000e-004, 3.421848e+003,-1.230690e+003,-2.221933e+003, 0.000000e+000, 2.430742e+002, 2.681120e+001,-1.596609e+002
 5.500000e-004, 3.415124e+003,-1.174417e+003,-2.273376e+003, 0.000000e+000, 2.308640e+002, 4.236206e+001,-1.588817e+002
 6.000000e-004, 3.407332e+003,-1.119157e+003,-2.323898e+003, 0.000000e+000, 2.178735e+002, 5.857547e+001,-1.576574e+002
