 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390266e+003,-1.725064e+003,-1.666297e+003, 0.000000e+000, 3.166697e+002,-8.365527e+001,-1.465245e+002
 5.000000e-005, 3.390495e+003,-1.669572e+003,-1.721790e+003, 3.684206e-007, 3.170434e+002,-7.992636e+001,-1.506116e+002
 1.000000e-004, 3.424255e+003,-1.642988e+003,-1.786439e+003, 0.000000e+000, 3.149676e+002,-7.418433e+001,-1.539880e+002
 1.500000e-004, 3.445887e+003,-1.613600e+003,-1.848958e+003, 0.000000e+000, 3.088434e+002,-6.459854e+001,-1.560969e+002
 2.000000e-004, 3.441329e+003,-1.556527e+003,-1.904649e+003, 0.000000e+000, 3.010920e+002,-5.315081e+001,-1.574551e+002
 2.500000e-004, 3.442738e+003,-1.505497e+003,-1.959867e+003, 0.000000e+000, 2.929141e+002,-4.122788e+001,-1.584644e+002
 3.000000e-004, 3.436624e+003,-1.447971e+003,-2.012341e+003, 0.000000e+000, 2.842530e+002,-2.879193e+001,-1.592489e+002
 3.500000e-004, 3.436114e+003,-1.395385e+003,-2.066179e+003, 0.000000e+000, 2.750771e+002,-1.588209e+001,-1.598064e+002
 4.000000e-004, 3.430938e+003,-1.339819e+003,-2.117944e+003, 0.000000e+000, 2.651627e+002,-2.303777e+000,-1.600872e+002
 4.500000e-004, 3.427580e+003,-1.285554e+003,-2.170712e+003, 0.000000e+000, 2.545417e+002, 1.188966e+001,-1.600635e+002
 5.000000e-004, 3.421804e+003,-1.230689e+003,-2.221934e+003, 0.000000e+000, 2.430951e+002, 2.680237e+001,-1.596696e+002
 5.500000e-004, 3.415145e+003,-1.174427e+003,-2.273376e+003, 0.000000e+000, 2.308865e+002, 4.235386e+001,-1.588904e+002
 6.000000e-004, 3.407289e+003,-1.119147e+003,-2.323891e+003, 0.000000e+000, 2.178975e+002, 5.856723e+001,-1.576666e+002
